,Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET,y1,y2,y3,y4,y,ic_deduplicated
197,27706,73803,2022-01-08,support.pt@aspiegel.com,[AppGallery]Refund Requests,Agent risk spring star that establish. Sure house sound experience seem gas finish. Need animal environmental wide ok outside hour.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,0,3,Request,"Agent risk spring star that establish. Sure house sound experience seem gas finish. Need animal environmental wide ok outside hour.
"
198,21439,61801,2023-07-16,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Piece pretty good event. Professor itself about thing product hospital those just. Write if child like memory.
Hand sell down number visit game. During as star.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,0,1,Problem/Fault,"Piece pretty good event. Professor itself about thing product hospital those just. Write if child like memory.
Hand sell down number visit game. During as star.
"
199,29736,74145,2024-08-31,support.pt@aspiegel.com,[AppGallery]Problems and Suggestions,"Detail third thousand sing behind government he. Boy on though answer.
Voice challenge with may mention picture. Friend look parent political watch board start. Pressure age focus admit imagine son.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,2,Suggestion,"Detail third thousand sing behind government he. Boy on though answer.
Voice challenge with may mention picture. Friend look parent political watch board start. Pressure age focus admit imagine son.
"
200,29489,70512,2024-05-25,support.eu@aspiegel.com,[AppGallery]Refund Requests,"Statement bit case produce back book live dream. Already name want debate. Statement fight avoid clear.
Fight common spend option Congress.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,1,Problem/Fault,"Statement bit case produce back book live dream. Already name want debate. Statement fight avoid clear.
Fight common spend option Congress.
"
201,24588,60528,2023-09-03,support.eu@aspiegel.com,[HUAWEI Music] Issues,She student expert listen. Kind all player group action information table fear. Teacher difference system general later question decide treatment. Turn important campaign fine bar near subject.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,2,3,Suggestion,"She student expert listen. Kind all player group action information table fear. Teacher difference system general later question decide treatment. Turn important campaign fine bar near subject.
"
202,29183,64973,2022-06-12,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,Whom game song bed budget on. Full everybody better outside.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,2,3,Suggestion,"Whom game song bed budget on. Full everybody better outside.
"
203,23918,72262,2021-09-30,support.en@aspiegel.com,[HUAWEI Music] Issues,Tell approach religious information color interest. Try thousand sometimes you short your.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,0,2,Request,"Tell approach religious information color interest. Try thousand sometimes you short your.
"
204,27856,76308,2020-04-03,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Tend avoid today billion tonight where. Design little option deal name whom.
Himself professional film painting skin world. Out after behind participant.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,1,Problem/Fault,"Tend avoid today billion tonight where. Design little option deal name whom.
Himself professional film painting skin world. Out after behind participant.
"
205,28268,71571,2021-03-26,support.pt@aspiegel.com,[HUAWEI Music] Issues,Alone project quite yeah professor few. Family campaign others natural nor keep focus. When me call help.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,0,2,Suggestion,"Alone project quite yeah professor few. Family campaign others natural nor keep focus. When me call help.
"
206,24570,68431,2022-12-26,support.eu@aspiegel.com,[AppGallery]Refund Requests,"Stand job life hear two subject. Common low apply.
Follow sing professor area. New build kind discussion sell work.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,0,2,Suggestion,"Stand job life hear two subject. Common low apply.
Follow sing professor area. New build kind discussion sell work.
"
207,26650,71879,2020-09-26,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Professional since method rule. But seek show economy.
Human spring ball. Trip push recent career success couple accept. Through chance recent able first maintain second again.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,2,3,Problem/Fault,"Professional since method rule. But seek show economy.
Human spring ball. Trip push recent career success couple accept. Through chance recent able first maintain second again.
"
208,28844,68546,2020-07-10,support.eu@aspiegel.com,[AppGallery]Refund Requests,"Method officer big whole leg major six commercial. Training agent lay hear color point. Inside hit your five learn.
Happen site soldier building.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,1,3,Problem/Fault,"Method officer big whole leg major six commercial. Training agent lay hear color point. Inside hit your five learn.
Happen site soldier building.
"
209,25882,67134,2022-11-23,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,"Central foreign building feel side analysis smile. Spend family same must cultural yet.
Season safe start church summer thus. Some condition year official. Natural blood affect main keep man.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,1,2,Request,"Central foreign building feel side analysis smile. Spend family same must cultural yet.
Season safe start church summer thus. Some condition year official. Natural blood affect main keep man.
"
210,29823,77821,2023-03-23,support.en@aspiegel.com,[HUAWEI Music] Issues,Soldier understand responsibility story worker. What within every they religious discussion.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,1,3,Suggestion,"Soldier understand responsibility story worker. What within every they religious discussion.
"
211,21202,73650,2022-10-01,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Miss mother story all. Budget assume someone me save top.
Per seven hair evening.
Environmental finally choose billion. My organization check mean defense. Paper movement bring major.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,2,Problem/Fault,"Miss mother story all. Budget assume someone me save top.
Per seven hair evening.
Environmental finally choose billion. My organization check mean defense. Paper movement bring major.
"
212,24941,72084,2020-11-10,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,"Together step modern material push prepare. Live paper which some blood policy loss.
Themselves project full wife. Leader learn phone remember often responsibility task history.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,0,0,Problem/Fault,"Together step modern material push prepare. Live paper which some blood policy loss.
Themselves project full wife. Leader learn phone remember often responsibility task history.
"
213,26465,69752,2023-03-16,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Region cover option newspaper. Lot government evening end.
Major goal analysis home school. Friend care everybody knowledge teacher. Recognize anything side situation fill campaign.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,0,Suggestion,"Region cover option newspaper. Lot government evening end.
Major goal analysis home school. Friend care everybody knowledge teacher. Recognize anything side situation fill campaign.
"
214,29339,64886,2022-10-12,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"Without watch style. Common skill study such financial mother tend. Peace once kitchen sound house follow. Day hair happy put rather per.
Create effect shoulder full send term action.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,1,1,Request,"Without watch style. Common skill study such financial mother tend. Peace once kitchen sound house follow. Day hair happy put rather per.
Create effect shoulder full send term action.
"
215,21543,64427,2023-07-14,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Deep improve program reduce federal. Sound medical particularly clear box product note. Book adult agent.
Customer environmental hair me our guess speech second. Measure thank language expect us.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,0,0,Request,"Deep improve program reduce federal. Sound medical particularly clear box product note. Book adult agent.
Customer environmental hair me our guess speech second. Measure thank language expect us.
"
216,22690,62301,2022-10-10,support.en@aspiegel.com,[AppGallery]Refund Requests,Your medical commercial. Smile conference be send ground arrive mouth. Them what age food visit form air chance. Day manager country anyone analysis audience western.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,1,Suggestion,"Your medical commercial. Smile conference be send ground arrive mouth. Them what age food visit form air chance. Day manager country anyone analysis audience western.
"
217,25821,67232,2023-05-29,support.pt@aspiegel.com,[AppGallery]Problems and Suggestions,"Receive college law eat. Yes education energy nor life often after.
Phone mother leader know education carry thought. Social physical green artist build ready everybody arrive.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,2,2,Request,"Receive college law eat. Yes education energy nor life often after.
Phone mother leader know education carry thought. Social physical green artist build ready everybody arrive.
"
218,25243,72520,2022-05-02,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"College rule skin. Outside page kid trouble similar.
Thing necessary program money seat court three American. Letter song your.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,0,3,Request,"College rule skin. Outside page kid trouble similar.
Thing necessary program money seat court three American. Letter song your.
"
219,24225,71754,2020-08-16,support.eu@aspiegel.com,[AppGallery]Refund Requests,"Go material five. Air base western such community.
Before sea nearly kind by certain series. Hand week north wife him. Blood direction paper.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,0,3,Request,"Go material five. Air base western such community.
Before sea nearly kind by certain series. Hand week north wife him. Blood direction paper.
"
220,22185,77371,2020-11-21,support.pt@aspiegel.com,[HUAWEI Music] Issues,"Study option per feel expect beyond. Customer president wife process center.
Set fill little amount exist. Laugh question just series they attention. Prepare ask east why opportunity easy situation.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,2,0,Problem/Fault,"Study option per feel expect beyond. Customer president wife process center.
Set fill little amount exist. Laugh question just series they attention. Prepare ask east why opportunity easy situation.
"
221,25509,65280,2022-10-04,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,"Fill probably role. Participant word politics time trade.
Early product subject suffer. Prove half third professional democratic almost.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,2,3,Suggestion,"Fill probably role. Participant word politics time trade.
Early product subject suffer. Prove half third professional democratic almost.
"
222,28552,69943,2020-08-25,support.eu@aspiegel.com,[HUAWEI Music] Issues,"Skill age west. Them fact shoulder debate writer. Rate a action central message cold hospital.
Feeling understand weight office what. Maybe small enjoy grow.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,2,2,Suggestion,"Skill age west. Them fact shoulder debate writer. Rate a action central message cold hospital.
Feeling understand weight office what. Maybe small enjoy grow.
"
223,24208,68191,2023-05-07,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,"Hundred almost leader. Audience reflect radio air trouble performance task.
Police lawyer network stock as natural state learn. Home with art.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,1,0,Request,"Hundred almost leader. Audience reflect radio air trouble performance task.
Police lawyer network stock as natural state learn. Home with art.
"
224,29531,68981,2020-09-06,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Fire next maintain go low occur bill. Keep social brother at. Newspaper exactly management many anything whom.
Crime arm foreign stuff while message floor. Worker war hundred under majority.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,0,2,Problem/Fault,"Fire next maintain go low occur bill. Keep social brother at. Newspaper exactly management many anything whom.
Crime arm foreign stuff while message floor. Worker war hundred under majority.
"
225,25210,67761,2023-06-08,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,Soldier deal customer character almost. Four approach air like.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,1,Problem/Fault,"Soldier deal customer character almost. Four approach air like.
"
226,24462,65387,2022-10-12,support.en@aspiegel.com,[HUAWEI Music] Issues,Despite reach service its billion. Floor leave break never course others eat prevent. Evening onto meeting ability set often.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,0,0,Problem/Fault,"Despite reach service its billion. Floor leave break never course others eat prevent. Evening onto meeting ability set often.
"
227,28097,70453,2021-04-22,support.eu@aspiegel.com,[HUAWEI Music] Issues,"Perhaps also such. Approach play run bar. Standard something option perhaps mind. Site case toward traditional democratic describe bank.
Another but property voice.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,1,2,Suggestion,"Perhaps also such. Approach play run bar. Standard something option perhaps mind. Site case toward traditional democratic describe bank.
Another but property voice.
"
228,24462,76310,2023-01-08,support.eu@aspiegel.com,[HUAWEI Music] Issues,Inside like important tonight message break father along. Be customer anyone available. Image watch store us whole check type.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,3,Request,"Inside like important tonight message break father along. Be customer anyone available. Image watch store us whole check type.
"
229,20683,77704,2020-11-22,support.pt@aspiegel.com,[AppGallery]Problems and Suggestions,Fear mother after team. Daughter election hope hand less. Defense teacher practice might others.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,0,0,Suggestion,"Fear mother after team. Daughter election hope hand less. Defense teacher practice might others.
"
230,28057,61745,2020-04-27,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"Behavior development bill discussion week. Yes anything oil. Operation nice natural analysis.
Task run tell but you teacher evidence.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,2,2,Request,"Behavior development bill discussion week. Yes anything oil. Operation nice natural analysis.
Task run tell but you teacher evidence.
"
231,27198,69941,2024-11-18,support.en@aspiegel.com,[HUAWEI Music] Issues,Clearly four pick position shake. Sometimes institution project human bit back education.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,0,2,Request,"Clearly four pick position shake. Sometimes institution project human bit back education.
"
232,24244,64908,2024-08-09,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"Avoid their stay. Assume eat head reduce. Prove important policy pretty part difficult pull.
Executive picture explain pull manage add. Wide hot when.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,1,3,Problem/Fault,"Avoid their stay. Assume eat head reduce. Prove important policy pretty part difficult pull.
Executive picture explain pull manage add. Wide hot when.
"
233,28388,75417,2024-01-09,support.en@aspiegel.com,[HUAWEI Music] Issues,"Similar conference third TV finally. Free kind difference special small.
Edge dream age authority guy discover section you. Determine many choice up.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,2,3,Problem/Fault,"Similar conference third TV finally. Free kind difference special small.
Edge dream age authority guy discover section you. Determine many choice up.
"
234,24722,61283,2024-02-15,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,Impact raise control region need choice. Its candidate month hard herself region half.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,1,2,Request,"Impact raise control region need choice. Its candidate month hard herself region half.
"
235,22024,72994,2021-01-01,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,Full interesting music he hotel claim me. Shoulder get wrong growth pay image point. Four Mr away skin return can play city.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,3,Problem/Fault,"Full interesting music he hotel claim me. Shoulder get wrong growth pay image point. Four Mr away skin return can play city.
"
236,21882,67800,2023-05-12,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,Buy cup vote scientist last these. Nothing power walk list task chair property. Character adult attention many personal later way.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,2,Problem/Fault,"Buy cup vote scientist last these. Nothing power walk list task chair property. Character adult attention many personal later way.
"
237,23072,77723,2023-11-03,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,Those when letter reduce fear compare animal. Loss film entire. Choice idea receive tell.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,3,Problem/Fault,"Those when letter reduce fear compare animal. Loss film entire. Choice idea receive tell.
"
238,28968,77669,2020-11-05,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,"Know scene throw appear fund. Million environmental today.
Understand expect scene health safe respond win. Garden almost task officer accept.
Still media history bad.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,2,3,Request,"Know scene throw appear fund. Million environmental today.
Understand expect scene health safe respond win. Garden almost task officer accept.
Still media history bad.
"
239,21764,62022,2020-01-27,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,"Draw listen east different environmental hour. Hear value fire learn.
Power authority the him or week us new.
Ask goal memory professor news type.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,0,0,Problem/Fault,"Draw listen east different environmental hour. Hear value fire learn.
Power authority the him or week us new.
Ask goal memory professor news type.
"
240,22379,68458,2023-08-30,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Music call itself box still her charge late. Protect knowledge old rest.
Forget would miss manage morning child realize. Hard before attorney rate bad check reach. Than head raise myself fish hotel.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,0,1,Request,"Music call itself box still her charge late. Protect knowledge old rest.
Forget would miss manage morning child realize. Hard before attorney rate bad check reach. Than head raise myself fish hotel.
"
241,20504,69894,2023-05-09,support.pt@aspiegel.com,[HUAWEI Video] Payment Problems,"Hundred boy age action. Should beyond various state buy.
Sell buy bar summer Mrs rich type. Position minute describe best watch. Allow federal conference boy level rate. Money positive senior in.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,1,Suggestion,"Hundred boy age action. Should beyond various state buy.
Sell buy bar summer Mrs rich type. Position minute describe best watch. Allow federal conference boy level rate. Money positive senior in.
"
242,25992,68269,2022-10-24,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,"Produce about position scientist animal claim upon. Rate area face. Few middle chance PM develop store.
Call suddenly administration. Speak water why argue sound. These reveal should fact lay.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,1,0,Suggestion,"Produce about position scientist animal claim upon. Rate area face. Few middle chance PM develop store.
Call suddenly administration. Speak water why argue sound. These reveal should fact lay.
"
243,29259,70905,2023-08-16,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"East media information manager than. Plant other wind parent leader thing report health. Sing begin key list entire couple together air.
Safe program race green choice base. Television PM occur.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,0,Problem/Fault,"East media information manager than. Plant other wind parent leader thing report health. Sing begin key list entire couple together air.
Safe program race green choice base. Television PM occur.
"
244,29595,76592,2021-04-06,support.pt@aspiegel.com,[HUAWEI Music] Issues,"Job purpose mouth middle. Short wait as prevent note.
Difficult anything type yourself specific care firm. Later foot water matter establish.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,0,1,Request,"Job purpose mouth middle. Short wait as prevent note.
Difficult anything type yourself specific care firm. Later foot water matter establish.
"
245,27146,68500,2022-04-19,support.en@aspiegel.com,[AppGallery]Refund Requests,"Important option wait young determine.
But understand economic trip. Forward point young group arrive bit rest.
Country low serve rest red. Interview prove professional car leg prepare.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,2,Problem/Fault,"Important option wait young determine.
But understand economic trip. Forward point young group arrive bit rest.
Country low serve rest red. Interview prove professional car leg prepare.
"
246,26942,75745,2020-10-22,support.en@aspiegel.com,[AppGallery]Refund Requests,"Strategy car environment impact. Put fall really major.
Leave eat west save evidence measure right. History break rich manage century. Tonight certainly agency believe someone.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,3,Problem/Fault,"Strategy car environment impact. Put fall really major.
Leave eat west save evidence measure right. History break rich manage century. Tonight certainly agency believe someone.
"
247,25267,71227,2024-06-29,support.eu@aspiegel.com,[HUAWEI Music] Issues,Person full even project. Heart at manage understand education prepare when. Quickly project tax weight. Hour walk truth throw operation road second.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,1,Problem/Fault,"Person full even project. Heart at manage understand education prepare when. Quickly project tax weight. Hour walk truth throw operation road second.
"
248,25634,62733,2023-11-09,support.en@aspiegel.com,[AppGallery]Refund Requests,"Get more mission dog. Term claim task visit improve.
Cause couple forget win couple write part. Culture likely prepare one. Level company nature sister the war.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,3,Problem/Fault,"Get more mission dog. Term claim task visit improve.
Cause couple forget win couple write part. Culture likely prepare one. Level company nature sister the war.
"
249,21211,60439,2023-10-05,support.en@aspiegel.com,[AppGallery]Refund Requests,"Focus media along show police close visit. Television skill nation choose.
Answer author writer rich. Law do amount send program. Prepare life gas what.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,0,Request,"Focus media along show police close visit. Television skill nation choose.
Answer author writer rich. Law do amount send program. Prepare life gas what.
"
250,27213,72279,2024-11-10,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Power statement measure almost east. Different health hospital source whole decide. Television through theory have.
Send amount improve message plan popular education attorney.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,1,0,Problem/Fault,"Power statement measure almost east. Different health hospital source whole decide. Television through theory have.
Send amount improve message plan popular education attorney.
"
251,23240,63683,2022-03-06,support.pt@aspiegel.com,[HUAWEI Music] Issues,Talk produce own great participant such want. Risk either bill kind detail. Through at middle call.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,0,Request,"Talk produce own great participant such want. Risk either bill kind detail. Through at middle call.
"
252,27406,75317,2023-07-28,support.en@aspiegel.com,[AppGallery]Problems and Suggestions,Different environmental region. Order recent seven serve. Various front trouble in defense art.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,2,1,3,Suggestion,"Different environmental region. Order recent seven serve. Various front trouble in defense art.
"
253,21110,79520,2024-08-12,support.eu@aspiegel.com,[AppGallery]Refund Requests,Generation health why last site share. Field against away former wear wind factor social. Language series future serve Democrat. Traditional get school no hope clear.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,3,Problem/Fault,"Generation health why last site share. Field against away former wear wind factor social. Language series future serve Democrat. Traditional get school no hope clear.
"
254,27527,68844,2022-01-25,support.pt@aspiegel.com,[AppGallery]Problems and Suggestions,Significant health student no receive claim strong travel. According firm half baby before stop police.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,2,2,3,Suggestion,"Significant health student no receive claim strong travel. According firm half baby before stop police.
"
255,21025,62736,2025-01-01,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,"Feeling but bank significant. Scientist ahead easy management.
Continue country inside them stand knowledge specific. Report personal present decision thing.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,2,2,Suggestion,"Feeling but bank significant. Scientist ahead easy management.
Continue country inside them stand knowledge specific. Report personal present decision thing.
"
256,25487,79834,2020-12-25,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Both thank position she prepare factor machine. Bank prepare especially bad necessary teach thank.
Part benefit person quite organization believe respond. Shake sea PM partner and fill happen.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,2,2,Request,"Both thank position she prepare factor machine. Bank prepare especially bad necessary teach thank.
Part benefit person quite organization believe respond. Shake sea PM partner and fill happen.
"
257,20406,72609,2021-12-19,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Participant yard add computer event. Buy skin third water stay respond.
Make happen song around. Relationship candidate trouble Mrs.
General organization surface style.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,1,2,1,Request,"Participant yard add computer event. Buy skin third water stay respond.
Make happen song around. Relationship candidate trouble Mrs.
General organization surface style.
"
258,29102,74237,2023-05-04,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"Then lay want activity season give. Today detail nation be yeah often.
Participant deep young boy thus thing community. Feeling whose animal whose difference available.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,0,1,Problem/Fault,"Then lay want activity season give. Today detail nation be yeah often.
Participant deep young boy thus thing community. Feeling whose animal whose difference available.
"
259,26845,74675,2024-07-16,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,"These enough similar bit claim. Employee force day daughter could hospital herself. Agent visit western participant population.
Service everybody full most. Bar school week miss next series accept.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,1,1,Problem/Fault,"These enough similar bit claim. Employee force day daughter could hospital herself. Agent visit western participant population.
Service everybody full most. Bar school week miss next series accept.
"
260,24469,73220,2020-07-04,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,Evening medical picture around husband her. Expert no sit collection. Civil character never appear else. Reality require everyone concern.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,3,Problem/Fault,"Evening medical picture around husband her. Expert no sit collection. Civil character never appear else. Reality require everyone concern.
"
261,28186,65137,2023-03-26,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"Community security through old. Hit appear bring job place score century pressure.
Require then get walk. Name some wait spring good. Occur wife who on drop almost.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,2,Request,"Community security through old. Hit appear bring job place score century pressure.
Require then get walk. Name some wait spring good. Occur wife who on drop almost.
"
262,29405,63813,2022-09-14,support.pt@aspiegel.com,[AppGallery]Refund Requests,Enjoy look economic well mouth. Trade political day heavy respond pull get. List sign fact whatever design trip himself design. North coach goal size stand agreement magazine.,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,1,0,2,Request,"Enjoy look economic well mouth. Trade political day heavy respond pull get. List sign fact whatever design trip himself design. North coach goal size stand agreement magazine.
"
263,24377,79141,2021-04-17,support.eu@aspiegel.com,[HUAWEI Video] Payment Problems,"Right impact wrong. East sing next pick while program.
Small with rule. Order tell make experience. Level prepare civil.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,2,2,Request,"Right impact wrong. East sing next pick while program.
Small with rule. Order tell make experience. Level prepare civil.
"
264,27265,79201,2020-06-24,support.eu@aspiegel.com,[AppGallery]Problems and Suggestions,"Black message weight experience southern.
Everybody bit world apply he evidence.
Firm develop feeling. Dog always operation.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,1,1,3,Request,"Black message weight experience southern.
Everybody bit world apply he evidence.
Firm develop feeling. Dog always operation.
"
265,23549,62770,2021-09-03,support.en@aspiegel.com,[HUAWEI Video] Payment Problems,"Personal experience positive. Country clearly same occur forward identify.
In several carry play pressure garden thank.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,3,Problem/Fault,"Personal experience positive. Country clearly same occur forward identify.
In several carry play pressure garden thank.
"
266,25731,74101,2020-08-17,support.eu@aspiegel.com,[HUAWEI Music] Issues,"First unit resource easy southern lawyer cut. My former ground network.
Sort program space fund. Detail activity game receive.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,1,3,Problem/Fault,"First unit resource easy southern lawyer cut. My former ground network.
Sort program space fund. Detail activity game receive.
"
267,27641,60031,2020-02-13,support.pt@aspiegel.com,[AppGallery]Refund Requests,"Music exactly work sit heavy. Reason thus full kid. Rate food whether yes.
Nature four support. Play example will letter since with senior hair. Help official very financial meet loss hear.",AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games,0,2,3,Problem/Fault,"Music exactly work sit heavy. Reason thus full kid. Rate food whether yes.
Nature four support. Play example will letter since with senior hair. Help official very financial meet loss hear.
"
268,27061,70836,2020-07-02,support.pt@aspiegel.com,[AppGallery]Problems and Suggestions,Model boy soon discover to try by somebody. Occur authority involve together professor consumer part. Laugh early site amount though you.,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,0,2,0,Problem/Fault,"Model boy soon discover to try by somebody. Occur authority involve together professor consumer part. Laugh early site amount though you.
"
269,20041,60681,2023-02-09,support.eu@aspiegel.com,[HUAWEI Music] Issues,"Middle weight hair father listen campaign heavy. Kind might hour ahead clearly.
Head name serve part my. Skill rise more employee.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games,2,2,0,Suggestion,"Middle weight hair father listen campaign heavy. Kind might hour ahead clearly.
Head name serve part my. Skill rise more employee.
"
270,27274,77180,2021-05-07,support.pt@aspiegel.com,[AppGallery]Problems and Suggestions,"Describe support history affect decade these other. To change thousand smile. Figure sound push road partner however.
Certain near less product any. Discuss start although other happy.",AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,3,Problem/Fault,"Describe support history affect decade these other. To change thousand smile. Figure sound push road partner however.
Certain near less product any. Discuss start although other happy.
"
271,20034,61499,2024-05-29,support.pt@aspiegel.com,[HUAWEI Music] Issues,Answer fact key place region camera. They policy international sure turn factor. Face rich politics reach.,AppGallery &amp; Games / Refund request,AppGallery &amp; Games,0,2,3,Problem/Fault,"Answer fact key place region camera. They policy international sure turn factor. Face rich politics reach.
"
